										X					
SPE7M215Q0406	SPE7	5905011738933	55788366	12/29/14	1667	EA	RESISTOR,FIXED,FILM			Q					
SPE7M215Q0407	SPE7	5331005797918	55788367	12/29/14	10806	EA	O-RING			Q					
SPE7M215Q0408	SPE7	6145004934084	55814376	12/29/14	5000	FT	CABLE,RADIO FREQUEN			Q					
SPE7M215Q0409	SPE7	5935013334333	55830972	12/29/14	544	EA	BACKSHELL,ELECTRICA			Q					
SPE7M215Q0410	SPE7	5935016057693	55848440	12/29/14	7	EA	CONNECTOR,RECEPTACL			Q					
SPE7M215Q0411	SPE7	5935016026705	55848532	12/29/14	7	EA	CONNECTOR,PLUG,ELEC			Q					
SPE7M215Q0412	SPE7	6060014737917	55881077	12/29/14	2	EA	CONNECTOR,RECEPTACL			Q					
SPE7M215Q0413	SPE7	6145015758783	55895031	12/29/14	1000	FT	CABLE,SPECIAL PURPO			Q					
SPE7M215Q0414	SPE7	5905011405573	55581978	12/29/14	332	EA	RESISTOR,FIXED,WIRE			Q					
SPE7M215Q0415	SPE7	4730008337656	55582120	12/29/14	15	EA	LOCKNUT,TUBE FITTIN			Q					
SPE7M215Q0416	SPE7	5935012618554	55594233	12/29/14	4	EA	CONNECTOR,RECEPTACL			Q					
SPE7M215Q0417	SPE7	5905015987027	55650677	12/29/14	157	EA	RESISTOR,FIXED,FILM			Q					
SPE7M215Q0421	SPE7	5331011284873	55786084	12/29/14	6031	EA	O-RING			Q					
SPE7M215Q0422	SPE7	4730013532896	55786956	12/29/14	2	EA	ADAPTER,STRAIGHT,TU			Q					
SPE7M215Q0423	SPE7	5935012415990	55787569	12/29/14	7	EA	CONNECTOR,RECEPTACL			Q					
SPE7M215Q0424	SPE7	5935012504938	55787718	12/29/14	7	EA	CONNECTOR,RECEPTACL			Q					
SPE7M215Q0426	SPE7	5935015839890	55742557	01/05/2015	44	EA	CONNECTOR,PLUG,ELEC			Q					
SPE7M215T1028	SPE7	5950013976298	55986019	12/26/14	3	EA	TRANSFORMER,POWER			T					
SPE7M215T1043	SPE7	4710005422908	56199830	12/26/14	1600	FT	PIPE,METALLIC			T					
SPE7M215T1053	SPE7	4730010401798	56201409	12/26/14	571	EA	PLUG,PIPE			T					
SPE7M215T1069	SPE7	5331012892639	56296219	12/26/14	708	EA	O-RING			T					
SPE7M215T1076	SPE7	5305015157917	56267265	12/26/14	12	EA	SCREW,CAP,HEXAGON H			T					
SPE7M215T1077	SPE7	5330007268239	56320233	12/26/14	75	EA	GASKET			T					
SPE7M215T1078	SPE7	5930010697171	56134468	12/26/14	3	EA	SWITCH,ROTARY			T					
SPE7M215T1084	SPE7	3439009148390	56304044	12/26/14	2	JR	FLUX,BRAZING			T					
SPE7M215T1170	SPE7	4730004695170	55808338	01/02/2015	78	EA	THREAD PIECE,UNION			T					
SPE7M215T1171	SPE7	5945014953673	55986217	01/02/2015	17	EA	RELAY ASSEMBLY GROU			T					
SPE7M215T1172	SPE7	5996016308108	56438586	01/02/2015	5	EA	AMPLIFIER ASSEMBLY			T					
SPE7M215T1173	SPE7	5310013990159	56459232	01/02/2015	52	EA	WASHER,LOCK			T					
SPE7M215T1174	SPE7	1720010356969	56266266	01/02/2015	11	EA	SIGNAL BOX ASSEMBLY			T					
SPE7M215T1175	SPE7	5998015705011	56478922	01/02/2015	1	EA	CIRCUIT CARD ASSEMB			T					
SPE7M215T1176	SPE7	5331014550617	56334087	01/02/2015	12	EA	O-RING			T					
SPE7M215T1177	SPE7	6145016186750	56444389	01/02/2015	500	FT	WIRE,ELECTRICAL			T					
SPE7M215T1178	SPE7	8125008778108	56365409	01/02/2015	950	EA	BOTTLE,SCREW CAP			T					
SPE7M315Q0207	SPE7	4720993747499	55730912	12/31/14	32	EA	HOSE ASSEMBLY,NONME			Q					
SPE7M315Q0208	SPE7	5930013074501	54566054	01/01/2015	32	EA	PUSH BUTTON			Q					
SPE7M315Q0209	SPE7	4730012721268	55738208	01/05/2015	23	EA	COUPLING ASSEMBLY,T			Q					
SPE7M315T1074	SPE7	4730004859313	56282024	12/26/14	8	EA	COUPLING HALF,QUICK			T					
SPE7M315T1075	SPE7	4730015966809	56251482	12/26/14	4	EA	STRAINER,SEDIMENT			T					
SPE7M315T1080	SPE7	4730011500549	56298653	12/26/14	32	EA	COUPLING HALF,QUICK			T					
SPE7M315T1081	SPE7	4730010590656	56298702	12/26/14	7	EA	STRAINER,SEDIMENT			T					
SPE7M315T1091	SPE7	4730013910765	56287299	12/26/14	2	EA	NUT,UNION			T					
SPE7M315T1092	SPE7	4730013837036	56286965	12/26/14	4	EA	COUPLING HALF,QUICK			T					
SPE7M315T1103	SPE7	4730013482326	56320176	12/26/14	1	EA	COUPLING HALF,QUICK			T					
SPE7M315T1496	SPE7	4820015204331	56433797	01/02/2015	1	EA	VALVE,LINEAR,DIRECT			T					
SPE7M315T1497	SPE7	4720013117409	56437862	01/02/2015	17	EA	HOSE,NONMETALLIC			T					
SPE7M315T1498	SPE7	4730013050064	56458112	01/02/2015	1	EA	COUPLING HALF,QUICK			T					
SPE7M315T1499	SPE7	4730008963930	56458371	01/02/2015	4	EA	COUPLING			T					
SPE7M315T1500	SPE7	4730016327316	56218280	01/02/2015	111	EA	COUPLING HALF,QUICK			T					
SPE7M315T1501	SPE7	4720008832230	56457569	01/02/2015	15	EA	HOSE ASSEMBLY,NONME			T					
SPE7M315T1502	SPE7	4730014518867	56439954	01/02/2015	1	EA	ELBOW,FLANGE TO TUB			T					
SPE7M315T1503	SPE7	4820015114435	56414508	01/02/2015	1	EA	BALL,VALVE,PORTED			T					
SPE7M315T1504	SPE7	4710013348453	56423215	01/02/2015	17	EA	TUBE ASSEMBLY,METAL			T					
SPE7M315T1505	SPE7	4820200035855	56221307	01/02/2015	42	EA	RETAINER,SEAT,VALVE			T					
SPE7M315T1506	SPE7	4710016001169	56442185	01/02/2015	17	EA	TUBE ASSEMBLY,METAL			T					
SPE7M315T1507	SPE7	4730013936533	56458805	01/02/2015	2	EA	CARTRIDGE,HOLDER			T					
SPE7M315T1508	SPE7	4720016024701	56426908	01/02/2015	10	EA	HOSE,BRAIDED,SS			T					
SPE7M315T1509	SPE7	4730012891575	56408933	01/02/2015	17	EA	ADAPTER,STRAIGHT,TU			T					
SPE7M315T1510	SPE7	4730001892635	56437622	01/02/2015	176	EA	UNION,PIPE			T					
SPE7M315T1511	SPE7	4720010283304	56439395	01/02/2015	7	EA	HOSE ASSEMBLY,NONME			T					
SPE7M315T1512	SPE7	4720012977243	56437990	01/02/2015	700	FT	HOSE,NONMETALLIC			T					
SPE7M315T1513	SPE7	4730006184471	56439730	01/02/2015	67	EA	TEE,TUBE			T					
SPE7M315T1514	SPE7	4730007797472	56458137	01/02/2015	77	EA	BOLT,FLUID PASSAGE			T					
SPE7M315T1515	SPE7	4710011710558	56438585	01/02/2015	114	EA	TUBE,BENT,METALLIC			T					
SPE7M315T1516	SPE7	4730000529876	56440572	01/02/2015	45	EA	NUT,TUBE COUPLING			T					
SPE7M315T1517	SPE7	4720015938245	56407712	01/02/2015	9	EA	HOSE ASSEMBLY,METAL			T					
SPE7M315T1518	SPE7	4710016134927	56422837	01/02/2015	3	EA	TUBE ASSEMBLY,METAL			T					
SPE7M315T1519	SPE7	4820011821693	56444146	01/02/2015	1	EA	VALVE,SAFETY RELIEF			T					
SPE7M315T1520	SPE7	4820010920332	56483188	01/02/2015	1	EA	SEAT,VALVE			T					
SPE7M415Q0104	SPE7	4710002893042	56220935	12/29/14	581	FT	TUBE,METALLIC			Q					
SPE7M415Q0106	SPE7	5930004459274	56281937	12/29/14	554	EA	SWITCH,TOGGLE			Q					
SPE7M415T0954	SPE7	4720015100234	56282002	12/26/14	45	EA	HOSE,NONMETALLIC			T					
SPE7M415T0957	SPE7	4720015002348	56282293	12/26/14	16	EA	HOSE ASSEMBLY,NONME			T					
SPE7M415T0971	SPE7	4720014993298	56298390	12/26/14	8	EA	HOSE ASSEMBLY,NONME			T					
SPE7M415T0975	SPE7	4720011744298	56298641	12/26/14	149	EA	DUCT,FLEXIBLE			T					
SPE7M415T0980	SPE7	4720012681975	56319294	12/26/14	7	EA	HOSE ASSEMBLY,NONME			T					
SPE7M415T0990	SPE7	4720016281518	56320001	12/26/14	12	AY	HOSE ASSEMBLY,NONME			T					
SPE7M415T1002	SPE7	4720013701306	55732913	12/26/14	513	EA	HOSE,NONMETALLIC			T					
SPE7M415T1006	SPE7	4720011832307	55985083	12/26/14	6	AY	HOSE ASSEMBLY,NONME			T					
SPE7M415T1112	SPE7	4720010616309	56439433	01/02/2015	7	EA	HOSE ASSEMBLY,METAL			T					
SPE7M415T1113	SPE7	4720012898213	56458206	01/02/2015	281	EA	HOSE ASSEMBLY,NONME			T					
SPE7M415T1114	SPE7	4710002772466	56423701	01/02/2015	355	FT	PIPE,METALLIC			T					
SPE7M415T1115	SPE7	4710010429386	56439560	01/02/2015	66	EA	TUBE ASSEMBLY,METAL			T					
SPE7M415T1116	SPE7	4710011986416	56438925	01/02/2015	24	EA	TUBE ASSEMBLY,METAL			T					
SPE7M415T1117	SPE7	4720000602732	54616686	01/02/2015	147	EA	HOSE ASSEMBLY,AIR D			T					
SPE7M415T1118	SPE7	4710012158591	56458303	01/02/2015	1	EA	TUBE ASSEMBLY,METAL			T					
SPE7M415U0030	SPE7	4710013738098	56319615	01/02/2015	2	EA	TUBE ASSEMBLY,METAL			U					
SPE7M415U0031	SPE7	4710011543020	56281483	01/02/2015	6	EA	TUBE ASSEMBLY,METAL			U					
SPE7M415U0032	SPE7	4710012821803	56319269	01/02/2015	2	EA	TUBE ASSEMBLY,METAL			U					
SPE7M415U0033	SPE7	4710012137861	56267279	01/02/2015	3	EA	TUBE ASSEMBLY,METAL			U					
SPE7M515Q0524	SPE7	5985013183192	55441255	12/31/14	2	EA	ANTENNA CONTROL SUB			Q					
SPE7M515Q0535	SPE7	5985001389793	55738720	01/02/2015	15	EA	SWITCH,WAVEGUIDE			Q					
SPE7M515Q0557	SPE7	5935014744279	56139004	01/05/2015	5	EA	CONNECTOR,RECEPTACL			Q					
SPE7M515Q0558	SPE7	5935010645695	56219464	12/31/14	9	EA	CONNECTOR,PLUG,ELEC			Q					
SPE7M515Q0559	SPE7	5935012641843	56319321	12/31/14	6	EA	CONNECTOR,RECEPTACL			Q					
SPE7M515Q0560	SPE7	5935010567627	56333693	12/31/14	33	EA	CONNECTOR,PLUG,ELEC			Q					
SPE7M515Q0561	SPE7	5935011767247	56367806	12/31/14	25	EA	BACKSHELL,ELECTRICA			Q					
SPE7M515Q0562	SPE7	5935010454792	56369694	12/31/14	76	EA	CONNECTOR,PLUG,ELEC			Q					
SPE7M515Q0563	SPE7	5935012400172	56370625	12/31/14	19	EA	CONNECTOR,RECEPTACL			Q					
SPE7M515Q0565	SPE7	5910012952221	55599072	01/05/2015	3	EA	CAPACITOR,FIXED,MET			Q					
SPE7M515Q0566	SPE7	5905005971437	56423878	12/30/14	222	EA	RESISTOR,FIXED,WIRE			Q					
SPE7M515Q0567	SPE7	5985012442999	55739122	01/02/2015	20	EA	ATTENUATOR,FIXED			Q					
SPE7M515Q0569	SPE7	5930012639300	56426732	12/30/14	4	EA	SWITCH,PUSH			Q					
SPE7M515T2323	SPE7	5999010518580	56281612	12/26/14	31	EA	CONTACT ASSEMBLY,EL			T					
SPE7M515T2326	SPE7	5961012535627	56281870	12/26/14	2394	EA	TRANSISTOR			T					
SPE7M515T2349	SPE7	5935001639506	56298815	12/26/14	17	EA	CONNECTOR BODY,RECE			T					
SPE7M515T2352	SPE7	5999007723576	56298869	12/26/14	27	EA	CONTACT,ELECTRICAL			T					
SPE7M515T2360	SPE7	5935014706392	56298361	12/26/14	110	EA	CONNECTOR,PLUG,ELEC			T					
SPE7M515T2364	SPE7	5998015469210	56298944	12/26/14	19	EA	CIRCUIT CARD ASSEMB			T					
SPE7M515T2368	SPE7	5915011967149	56298628	12/26/14	4	EA	FILTER,BAND PASS			T					
SPE7M515T2369	SPE7	5999012965184	56298838	12/26/14	8	EA	CONTACT,ELECTRICAL			T					
SPE7M515T2372	SPE7	5960004694654	55538878	12/26/14	13	EA	ELECTRON TUBE			T					
SPE7M515T2375	SPE7	5950000791530	56306521	12/26/14	2	EA	TRANSFORMER,POWER			T					
SPE7M515T2382	SPE7	5935010999023	56319392	12/26/14	33	EA	CONNECTOR,PLUG,ELEC			T					
SPE7M515T2385	SPE7	5985011262946	56319532	12/26/14	39	EA	ANTENNA			T					
SPE7M515T2386	SPE7	5990012516927	56319137	12/26/14	1	EA	SYNCHRO,CONTROL TRA			T					
SPE7M515T2387	SPE7	5961012602443	56319078	12/26/14	2	EA	TRANSISTOR			T					
SPE7M515T2392	SPE7	5998014913567	56319462	12/26/14	9	EA	CIRCUIT CARD ASSEMB			T					
SPE7M515T2396	SPE7	6110013668911	55183475	12/26/14	18	EA	PANEL,POWER DISTRIB			T					
SPE7M515T2403	SPE7	5965001350505	55757985	12/26/14	4637	EA	CUSHION,EAR			T					
SPE7M515T2404	SPE7	5915016052598	56281677	12/26/14	3	EA	FILTER,BAND PASS			T					
SPE7M515T2405	SPE7	5985008466442	56202531	12/26/14	70	EA	ANTENNA			T					
SPE7M515T2939	SPE7	5999011431135	56476403	01/02/2015	100	EA	PLATE,ELECTRICAL SH			T					
SPE7M515T2940	SPE7	5998012360430	56458294	01/02/2015	12	EA	CIRCUIT CARD ASSEMB			T					
SPE7M515T2941	SPE7	5962014642441	56407736	01/12/2015	2	EA	MICROCIRCUIT,HYBRID			T					
SPE7M515T2942	SPE7	5998015829673	56458030	01/02/2015	18	EA	BACKPLANE ASSEMBLY			T					
SPE7M515T2943	SPE7	5962011476196	56407380	01/12/2015	3	EA	MICROCIRCUIT,LINEAR			T					
SPE7M515T2944	SPE7	5935000208026	56438990	01/02/2015	7	EA	CONNECTOR,PLUG,ELEC			T					
SPE7M515T2945	SPE7	5935011444559	56458848	01/02/2015	78	EA	CONNECTOR,PLUG,ELEC			T					
SPE7M515T2946	SPE7	5963004946918	55742047	01/02/2015	4	EA	DETECTOR,RADIO FREQ			T					
SPE7M515U0086	SPE7	5915001974753	54631518	01/02/2015	30	EA	FILTER,BAND PASS			U					
SPE7M515U0087	SPE7	5965002525800	56235898	01/02/2015	1000	EA	MICROPHONE ELEMENT			U					
SPE7M515U0088	SPE7	5996009464291	56319690	01/02/2015	19	EA	AMPLIFIER,ELECTRONI			U					
SPE7M515U0089	SPE7	5996016150830	56281684	01/02/2015	31	EA	AMPLIFIER,RADIO FRE			U					
SPE7M515U0090	SPE7	5985016000686	56096826	01/02/2015	7	EA	WAVEGUIDE ASSEMBLY			U					
SPE7M815Q0285	SPE7	5935016069585	56219723	01/05/2015	5	EA	BACKSHELL,ELECTRICA			Q					
SPE7M815T1023	SPE7	5930008629545	56282211	12/26/14	21	EA	SWITCH,SENSITIVE			T					
SPE7M815T1035	SPE7	6150011720724	56287198	12/26/14	4	EA	STANDOFF,SHORT			T					
SPE7M815T1037	SPE7	5995012442975	56290674	12/26/14	1	EA	CABLE ASSEMBLY,RADI			T					
SPE7M815T1040	SPE7	5865003165465	56298798	12/26/14	10	EA	TUNABLE ADAPTER,WAV			T					
SPE7M815T1043	SPE7	5930011567126	56297941	12/26/14	12	EA	SWITCH,TRIGGER			T					
SPE7M815T1047	SPE7	5930010516070	56270143	12/26/14	56	EA	SWITCH,SLIDE			T					
SPE7M815T1052	SPE7	5930005039953	56319305	12/26/14	17	EA	SWITCH,PUSH			T					
SPE7M815T1056	SPE7	1440014623841	56319767	12/26/14	2	EA	HOUSING RETAINER			T					
SPE7M815T1063	SPE7	5930011259165	56319471	12/26/14	15	EA	SWITCH,INTEGRITY TE			T					
SPE7M815T1182	SPE7	5930008895920	56476402	01/02/2015	135	EA	SWITCH,ROTARY			T					
SPE7M815T1183	SPE7	5930011816628	56439080	01/02/2015	500	EA	SWITCH,PUSH			T					
SPE7M815T1184	SPE7	5930012142647	56423512	01/02/2015	64	EA	SWITCH ASSEMBLY			T					
SPE7M815T1185	SPE7	5930013727999	56439208	01/02/2015	8	EA	SWITCH,PUSH			T					
SPE7M815T1186	SPE7	5930013642613	56297746	01/02/2015	11	EA	SWITCH,PROXIMITY			T					
SPE7M815T1187	SPE7	5340015195819	56438699	01/02/2015	5	EA	BRACKET,MOUNTING			T					
SPE7M815T1188	SPE7	5950000789939	56480574	01/02/2015	2	EA	REACTOR			T					
SPE7M815T1189	SPE7	5999015817022	54204212	01/02/2015	9	EA	ETM ASSEMBLY			T					
SPE7M815T1190	SPE7	5930014137884	56407250	01/02/2015	3	EA	SWITCH,PROXIMITY			T					
SPE7M815U0019	SPE7	5930009827799	56319640	01/02/2015	33	EA	SWITCH,SENSITIVE			U					
SPE7M815U0020	SPE7	5930016040209	56320283	01/02/2015	11	EA	SWITCH,PRESSURE			U					
SPE7M915Q0160	SPE7	6655009321353	55737993	12/31/14	705	PG	BATHYTHERMOGRAPH,PR			Q					
SPE7M915Q0274	SPE7	6105014331891	54683346	01/03/2015	3	EA	MOTOR,ALTERNATING C			Q					
SPE7M915Q0276	SPE7	5985012245865	55736637	12/29/14	2	EA	COUPLER,DIRECTIONAL			Q					
SPE7M915T4400	SPE7	4820015733704	55582961	12/26/14	11	EA	DISK,VALVE			T					
SPE7M915T5730	SPE7	4820014666320	56269018	12/26/14	2	EA	VALVE,SAFETY RELIEF			T					
SPE7M915T5774	SPE7	5935011764733	56267627	12/26/14	2	EA	ADAPTER,CONNECTOR			T					
SPE7M915T5809	SPE7	6625015390774	56281506	12/26/14	116	EA	PROBE-LEAD ASSEMBLY			T					
SPE7M915T5814	SPE7	5920014159331	56281785	12/26/14	29	EA	FUSE,CARTRIDGE			T					
SPE7M915T5817	SPE7	6110000874771	56282033	12/26/14	1	EA	REGULATOR,VOLTAGE			T					
SPE7M915T5820	SPE7	6625015178151	56282277	12/26/14	127	EA	CASE,ELECTRICAL-ELE			T					
SPE7M915T5824	SPE7	5950010547960	56270439	12/26/14	3	EA	TRANSFORMER,POWER A			T					
SPE7M915T5826	SPE7	5925012459651	56270467	12/26/14	1	EA	CIRCUIT BREAKER			T					
SPE7M915T5835	SPE7	5998013989796	56247752	12/26/14	5	EA	CIRCUIT CARD ASSEMB			T					
SPE7M915T5848	SPE7	5965012744001	56287195	12/26/14	7	EA	HOLDER,MICROPHONE			T					
SPE7M915T5856	SPE7	6110013742242	56270952	12/26/14	10	EA	BRAKE,ELECTRIC			T					
SPE7M915T5857	SPE7	5935011262411	55801370	12/26/14	95	EA	CONNECTOR,PLUG,ELEC			T					
SPE7M915T5873	SPE7	5985011751686	56234717	12/26/14	1	EA	ATTENUATOR,VARIABLE			T					
SPE7M915T5931	SPE7	5935014555114	56287235	12/26/14	2	EA	COVER,ELECTRICAL CO			T					
SPE7M915T5951	SPE7	5935011764726	56267596	12/26/14	2	EA	ADAPTER,CONNECTOR			T					
SPE7M915T5953	SPE7	5935011027030	56268219	12/26/14	2	EA	ADAPTER,CONNECTOR			T					
SPE7M915T5957	SPE7	5950016156587	56270576	12/26/14	1	EA	COIL,ELECTRICAL			T					
SPE7M915T5978	SPE7	5935014154100	56319821	12/26/14	7	EA	BACKSHELL,ELECTRICA			T					
SPE7M915T5979	SPE7	5935014326122	56319680	12/26/14	16	EA	CONNECTOR,RECEPTACL			T					
SPE7M915T5991	SPE7	6115008079235	56322445	12/26/14	1	EA	ARMATURE,GENERATOR			T					
SPE7M915T5993	SPE7	4820010400603	56266400	12/26/14	4	EA	SEAT,VALVE			T					
SPE7M915T6001	SPE7	6105011540058	56301885	12/26/14	1	EA	MOTOR,ALTERNATING C			T					
SPE7M915T6002	SPE7	5985003508239	56301687	12/26/14	2	EA	ATTENUATOR,FIXED			T					
SPE7M915T6006	SPE7	5920012953195	56301674	12/26/14	142	EA	FUSE,CARTRIDGE			T					
SPE7M915T6022	SPE7	5935011027007	56269022	12/26/14	3	EA	ADAPTER,CONNECTOR			T					
SPE7M915T6023	SPE7	5998011213825	56301578	12/26/14	4	EA	CIRCUIT CARD ASSEMB			T					
SPE7M915T6027	SPE7	5950004835798	56301665	12/26/14	2	EA	COIL,ELECTRICAL			T					
SPE7M915T6032	SPE7	4820015583627	56269508	12/26/14	3	EA	VALVE,GLOBE			T					
SPE7M915T6036	SPE7	5985016077412	55881211	12/26/14	2	EA	ATTENUATOR,FIXED			T					
SPE7M915T6635	SPE7	6625012972594	56438023	01/02/2015	3	EA	PROBE,ELECTRICAL FI			T					
SPE7M915T6636	SPE7	5985015615014	56438289	01/02/2015	4	EA	DUMMY LOAD,ELECTRIC			T					
SPE7M915T6637	SPE7	6665014622236	56439548	01/02/2015	106	EA	DETECTOR,GAS			T					
SPE7M915T6638	SPE7	1285014974884	56458579	01/02/2015	21	EA	GUARD ASSY WEATHER			T					
SPE7M915T6639	SPE7	6625000424431	56438741	01/02/2015	9	EA	LEAD,TEST			T					
SPE7M915T6640	SPE7	6110011228325	56422862	01/02/2015	3	EA	CONTACTOR,MAGNETIC			T					
SPE7M915T6641	SPE7	6625014871442	56458480	01/02/2015	3	EA	ADAPTER SET,TEST			T					
SPE7M915T6642	SPE7	5925015634653	53817194	01/02/2015	5	EA	CIRCUIT BREAKER			T					
SPE7M915T6643	SPE7	5962015936345	56407714	01/12/2015	13	EA	MICROCIRCUIT,MEMORY			T					
SPE7M915T6644	SPE7	6665014834101	56445060	01/02/2015	10	EA	PERM DEVICE AMMONIA			T					
SPE7M915T6645	SPE7	5985009358653	56442341	01/02/2015	93	EA	SUPPORT,ANTENNA			T					
SPE7MC15Q0785	SPE7	4720011430954	55632643	01/06/2015	3	EA	HOSE ASSEMBLY,NONME			Q					
SPE7MC15Q0945	SPE7	4820011500962	56007549	01/07/2015	62	EA	FLOAT,VALVE			Q					
SPE7MC15Q0951	SPE7	4820012201970	55927112	01/05/2015	2	EA	VALVE,BALL			Q					
SPE7MC15Q0957	SPE7	4820005293201	56077300	01/07/2015	543	EA	VALVE,CHECK			Q					
SPE7MC15Q0959	SPE7	5905013656577	56367366	01/02/2015	9	EA	RESISTOR,FIXED,FILM			Q					
SPE7MC15Q0960	SPE7	5935014414877	56377342	01/03/2015	7	EA	CONNECTOR,RECEPTACL			Q					
SPE7MC15Q0961	SPE7	5935008172782	56267331	12/29/14	227	EA	CONNECTOR,RECEPTACL			Q					
SPE7MC15Q0962	SPE7	5935008849294	56268468	12/29/14	7	EA	CONNECTOR,RECEPTACL			Q					
SPE7MC15Q0963	SPE7	5935003872147	56269106	12/29/14	407	EA	COVER,ELECTRICAL CO			Q					
SPE7MC15Q0964	SPE7	5935005384149	56269422	12/29/14	15	EA	CONNECTOR,PLUG,ELEC			Q					
SPE7MC15Q0971	SPE7	4820016192728	54481883	12/29/14	4	EA	BODY,VALVE			Q					
SPE7MC15T2069	SPE7	4820006337017	56175850	12/26/14	2	EA	VALVE,SAFETY RELIEF			T					
SPE7MC15T2391	SPE7	4820004828907	56202188	12/26/14	79	EA	VALVE,CHECK			T					
SPE7MC15T2392	SPE7	4820000065087	56287188	12/26/14	30	EA	VALVE,CHECK			T					
SPE7MC15T2395	SPE7	4820015561195	56290881	12/26/14	31	EA	CAP,VALVE			T					
SPE7MC15T2396	SPE7	4810012845082	55942882	12/26/14	8	EA	VALVE,SOLENOID			T					
SPE7MC15T2408	SPE7	4820012515689	56297845	12/26/14	2	EA	SEAT,VALVE			T					
SPE7MC15T2419	SPE7	4820015641334	56297704	12/26/14	19	KT	PARTS KIT,VALVE			T					
SPE7MC15T2420	SPE7	2040002879644	56298792	12/26/14	117	EA	GRAPNEL,MARINE			T					
SPE7MC15T2421	SPE7	4820010392914	56298784	12/26/14	23	EA	VALVE,CHECK			T					
SPE7MC15T2432	SPE7	4810010217103	56301748	12/26/14	3	EA	VALVE,FLOW CONTROL			T					
SPE7MC15T2433	SPE7	4820010721130	56200549	12/26/14	11	EA	VALVE,SAFETY RELIEF			T					
SPE7MC15T2439	SPE7	4820008195409	56320424	12/26/14	1	EA	VALVE,CHECK			T					
SPE7MC15T2451	SPE7	4810014205675	56319786	12/26/14	3	EA	VALVE ASSEMBLY			T					
SPE7MC15T2458	SPE7	2030012649350	56204490	12/26/14	1	EA	ROD,CONNECTING			T					
SPE7MC15T2459	SPE7	4820014888277	56220546	12/26/14	1	EA	VALVE,BUTTERFLY			T					
SPE7MC15T2738	SPE7	5935011027003	55831921	01/02/2015	2	EA	ADAPTER,CONNECTOR			T					
SPE7MC15T2739	SPE7	5935015432010	56476406	01/02/2015	11	EA	BACKSHELL,ELECTRICA			T					
SPE7MC15T2740	SPE7	5999011263545	56469157	01/02/2015	14	FT	WIRE MESH,KNITTED			T					
SPE7MC15T2741	SPE7	4810012295516	56459247	01/02/2015	100	EA	STEM,FLUID VALVE			T					
SPE7MC15T2742	SPE7	5998015510824	56437977	01/02/2015	90	EA	CARDLOK			T					
SPE7MC15T2743	SPE7	5950009396381	56439374	01/02/2015	17	EA	TRANSFORMER,AUDIO F			T					
SPE7MC15T2744	SPE7	4820011087808	56459426	01/02/2015	7	EA	CAGE,VALVE			T					
SPE7MC15T2745	SPE7	4820011856665	56422797	01/02/2015	1	EA	VALVE,GLOBE			T					
SPE7MC15T2746	SPE7	4820012021506	56458088	01/02/2015	17	EA	VALVE,GLOBE			T					
SPE7MC15T2747	SPE7	4820014791388	56437672	01/02/2015	38	EA	VALVE,SAFETY RELIEF			T					
SPE7MC15T2748	SPE7	4820014791601	56422380	01/02/2015	35	EA	VALVE,LINEAR,DIRECT			T					
SPE7MC15T2749	SPE7	5950012691224	56437767	01/02/2015	2	EA	COVER,COIL			T					
SPE7MC15T2750	SPE7	4820013867607	56458855	01/02/2015	3	EA	VALVE,BALL			T					
SPE7MC15T2751	SPE7	5935012690848	56438528	01/02/2015	8	EA	CONNECTOR,RECEPTACL			T					
SPE7MC15T2752	SPE7	5935011027005	55831898	01/02/2015	2	EA	ADAPTER,CONNECTOR			T					
SPE7MC15T2753	SPE7	5999008576614	56437645	01/02/2015	610	EA	CONTACT,ELECTRICAL			T					
SPE7MC15T2754	SPE7	5935015935370	55205993	01/02/2015	2	EA	COVER,ELECTRICAL CO			T					
SPE7MC15T2755	SPE7	5935002112324	56459319	01/02/2015	17	EA	ADAPTER,CONNECTOR			T					
SPE7MC15T2756	SPE7	5935013196819	56439017	01/02/2015	30	EA	PLATE,RETAINING,ELE			T					
SPE7MC15T2757	SPE7	5935010055092	56445342	01/02/2015	6	EA	BACKSHELL,ELECTRICA			T					
SPE7MC15T2758	SPE7	5935016118803	56319912	01/02/2015	100	EA	CONNECTOR,PLUG,ELEC			T					
SPE7MC15T2759	SPE7	5935013514841	56483219	01/02/2015	6	EA	COVER,ELECTRICAL CO			T					
SPE7MC15U0043	SPE7	4820011896397	56287183	01/02/2015	18	AY	VALVE,ASSEMBLY PILO			U					
SPE8E315T0460	SPE8	3950016135487	56247780	12/26/14	35	EA	CHAIN,CHAIN HOIST			T					
SPE8E315T0476	SPE8	3830015101120	56319499	12/26/14	21	EA	SCRAPER			T					
SPE8E315T0541	SPE8	3695015675913	56458839	01/02/2015	205	EA	SCREENING UNIT,MATE			T					
SPE8E315T0542	SPE8	3694009738429	56441443	01/02/2015	3	PG	SOLE CLEANING UNIT			T					
SPE8E315T0543	SPE8	9999015731644	56222026	01/02/2015	6	EA	SKIRT,FRONT			T					
SPE8E514T6440	SPE8	8040002660856	55081392	12/26/14	1	CN	ADHESIVE			T					
SPE8E515T0348	SPE8	8040002660856	55416886	12/26/14	2	CN	ADHESIVE			T					
SPE8E515T0599	SPE8	8040002660856	55524684	12/26/14	1	CN	ADHESIVE			T					
SPE8E515T1932	SPE8	8010015053700	56098168	12/26/14	749	KT	POLYURETHANE COATIN			T					
